2020-05-15 00:00:00,1570409119.92827
2020-05-16 00:00:00,904101584.161914
2020-05-17 00:00:00,554234698.77281
2020-05-18 00:00:00,1522447447.77392
2020-05-19 00:00:00,1324908761.86765
2020-05-20 00:00:00,1698883644.51521
2020-05-21 00:00:00,1827598465.30696
2020-05-22 00:00:00,1309276220.21627
2020-05-23 00:00:00,659872561.67834
2020-05-24 00:00:00,981745455.338841
2020-05-25 00:00:00,2386079966.12279
2020-05-26 00:00:00,1028006698.0951
2020-05-27 00:00:00,1653961345.48304
2020-05-28 00:00:00,1299498648.03744
2020-05-29 00:00:00,1652605318.46225
2020-05-30 00:00:00,726174719.659483
2020-05-31 00:00:00,1560857802.00739
2020-06-01 00:00:00,2405059313.78643
2020-06-02 00:00:00,2689299632.09421
2020-06-03 00:00:00,1367910769.13515
2020-06-04 00:00:00,1754810883.71382
2020-06-05 00:00:00,1798108013.43404
2020-06-06 00:00:00,578237010.345349
2020-06-07 00:00:00,500851759.616004
2020-06-08 00:00:00,1476953360.63616
2020-06-09 00:00:00,1189532513.05837
2020-06-10 00:00:00,1185046064.64972
2020-06-11 00:00:00,2319865799.72096
2020-06-12 00:00:00,1189940932.56761
2020-06-13 00:00:00,576532445.734542
2020-06-14 00:00:00,459031700.888373
2020-06-15 00:00:00,1689895109.32884
2020-06-16 00:00:00,1657379522.9407
2020-06-17 00:00:00,1698265606.83664
2020-06-18 00:00:00,1191197355.42604
2020-06-19 00:00:00,2333210102.27051
2020-06-20 00:00:00,580481419.614336
2020-06-21 00:00:00,536969560.490895
2020-06-22 00:00:00,1369587319.75579
2020-06-23 00:00:00,2158044283.7941
2020-06-24 00:00:00,1668568262.54677
2020-06-25 00:00:00,1809758026.47067
2020-06-26 00:00:00,1982165061.32764
2020-06-27 00:00:00,598209748.027246
2020-06-28 00:00:00,602227413.240989
2020-06-29 00:00:00,1094780887.00755
2020-06-30 00:00:00,964046737.852914
2020-07-01 00:00:00,1468279709.0132
2020-07-02 00:00:00,1329290846.49266
2020-07-03 00:00:00,1162725810.99092
2020-07-04 00:00:00,598371117.138459
2020-07-05 00:00:00,511532010.235418
2020-07-06 00:00:00,1413260028.33242
2020-07-07 00:00:00,1265052644.49911
2020-07-08 00:00:00,1582500913.17443
2020-07-09 00:00:00,1383313673.42838
2020-07-10 00:00:00,1239897769.81168
2020-07-11 00:00:00,576572385.558404
2020-07-12 00:00:00,481367498.713169
2020-07-13 00:00:00,1354265482.01243
2020-07-14 00:00:00,1245429103.12721
2020-07-15 00:00:00,1239461867.82262
2020-07-16 00:00:00,1266988570.14269
2020-07-17 00:00:00,1100985768.81717
2020-07-18 00:00:00,699138625.60008
2020-07-19 00:00:00,635003579.074158
2020-07-20 00:00:00,1056788376.71222
2020-07-21 00:00:00,1326906299.31485
2020-07-22 00:00:00,1606938398.15599
2020-07-23 00:00:00,1733033896.10933
2020-07-24 00:00:00,1581504621.43281
2020-07-25 00:00:00,895321520.430384
2020-07-26 00:00:00,1009262428.00711
2020-07-27 00:00:00,2520983909.08391
2020-07-28 00:00:00,2732598812.18318
2020-07-29 00:00:00,2066537370.29674
2020-07-30 00:00:00,1893559564.52982
2020-07-31 00:00:00,2132382806.80711
2020-08-01 00:00:00,1282524246.37756
2020-08-02 00:00:00,1161811695.51631
2020-08-03 00:00:00,2630857377.15599
2020-08-04 00:00:00,1514661048.79905
2020-08-05 00:00:00,1382305624.12346
2020-08-06 00:00:00,2122100338.58475
2020-08-07 00:00:00,1897594213.63528
2020-08-08 00:00:00,957307311.265865
2020-08-09 00:00:00,819746332.084762
2020-08-10 00:00:00,2038494057.068
2020-08-11 00:00:00,1833511322.68141
2020-08-12 00:00:00,1622537211.16193
2020-08-13 00:00:00,1705063980.69705
2020-08-14 00:00:00,2293744966.95202
2020-08-15 00:00:00,1090367766.0598
2020-08-16 00:00:00,923018319.347379
2020-08-17 00:00:00,2046439654.49524
2020-08-18 00:00:00,2363375056.9934
2020-08-19 00:00:00,1951302613.8825393
2020-08-20 00:00:00,1599895179.606914
2020-08-21 00:00:00,1516606230.5688822
2020-08-22 00:00:00,947590518.3606329
2020-08-23 00:00:00,694626473.0813165
2020-08-24 00:00:00,1349526577.4472823
2020-08-25 00:00:00,1571905464.0375934
2020-08-26 00:00:00,1606738709.2854536
2020-08-27 00:00:00,1582727807.8585138
2020-08-28 00:00:00,2013696414.016841
2020-08-29 00:00:00,936108106.0835737
2020-08-30 00:00:00,1092133417.798481
2020-08-31 00:00:00,2351032934.550586
2020-09-01 00:00:00,2357189690.750896
2020-09-02 00:00:00,2108369094.4854293
2020-09-03 00:00:00,2195667067.2480316
2020-09-04 00:00:00,2512517216.225265
2020-09-05 00:00:00,1263375218.8698335
2020-09-06 00:00:00,942632672.8111798
2020-09-07 00:00:00,1747148281.5062864
2020-09-08 00:00:00,1706304707.7497606
2020-09-09 00:00:00,1479239533.7312331
2020-09-10 00:00:00,1510201425.9578102
2020-09-11 00:00:00,1615058494.599918
2020-09-12 00:00:00,855809354.7957093
2020-09-13 00:00:00,786517189.8096939
2020-09-14 00:00:00,1641329657.9907258
2020-09-15 00:00:00,1675152816.8943894
2020-09-16 00:00:00,1875402238.1826138
2020-09-17 00:00:00,1728645381.2338386
2020-09-18 00:00:00,1937356456.84136
2020-09-19 00:00:00,1020812737.2328732
2020-09-20 00:00:00,845867147.6809912
2020-09-21 00:00:00,1618550493.708504
2020-09-22 00:00:00,1620744900.8434787
2020-09-23 00:00:00,1930400508.768271
2020-09-24 00:00:00,2038281713.5185595
2020-09-25 00:00:00,1904178398.6342678
2020-09-26 00:00:00,794309819.7184452
2020-09-27 00:00:00,789919236.0190964
2020-09-28 00:00:00,1644928781.8498938
2020-09-29 00:00:00,1756325729.5985732
2020-09-30 00:00:00,1561125507.1341772
2020-10-01 00:00:00,1674944661.581599
2020-10-02 00:00:00,2283910067.2491984
2020-10-03 00:00:00,846455550.5192969
2020-10-04 00:00:00,634742572.527444
2020-10-05 00:00:00,1343799081.1799047
2020-10-06 00:00:00,1385299160.190378
2020-10-07 00:00:00,1847973952.4246747
2020-10-08 00:00:00,1564119346.8517392
2020-10-09 00:00:00,2052602359.6675017
2020-10-10 00:00:00,1149403530.058942
2020-10-11 00:00:00,651622749.4229141
2020-10-12 00:00:00,1519550414.7656412
2020-10-13 00:00:00,1713107902.128088
2020-10-14 00:00:00,1641335688.119119
2020-10-15 00:00:00,1656087273.91197
2020-10-16 00:00:00,1735871118.0383928
2020-10-17 00:00:00,694375228.5853593
2020-10-18 00:00:00,564810368.5227593
2020-10-19 00:00:00,1621572965.596006
2020-10-20 00:00:00,1656442476.473881
2020-10-21 00:00:00,2381891958.1275086
2020-10-22 00:00:00,3311533243.6679773
2020-10-23 00:00:00,2772642131.3782315
2020-10-24 00:00:00,1019815578.520192
2020-10-25 00:00:00,770092624.095325
2020-10-26 00:00:00,2143577766.8448274
2020-10-27 00:00:00,1916977068.721834
2020-10-28 00:00:00,2517314639.707993
2020-10-29 00:00:00,2135566368.3007386
2020-10-30 00:00:00,1893674939.1413562
2020-10-31 00:00:00,1316281834.8887045
2020-11-01 00:00:00,1188080329.7413285
2020-11-02 00:00:00,1715336327.8298092
2020-11-03 00:00:00,3811487630.8471503
2020-11-04 00:00:00,1988917620.2442853
2020-11-05 00:00:00,5149644713.046795
